row_index,query_title,query_year,tmdb_id,matched_title,original_title,release_date,budget_usd,revenue_usd,profit_usd,revenue_to_budget_ratio,runtime_min,vote_average,vote_count,popularity,genres,keywords,status,original_language,imdb_id,homepage,found,_error
62,The Dark Knight Rises,2012.0,49026.0,The Dark Knight Rises,The Dark Knight Rises,2012-07-17,250000000.0,1081041287.0,831041287.0,4.3242,165.0,7.786,23477.0,19.5888,"Action, Crime, Drama, Thriller","airplane, fight, burglar, hostage, secret identity, crime fighter, superhero, villainess, time bomb, based on comic, cover-up, vigilante, tragic hero, mobile, terrorism, destruction, fighting, criminal underworld, cat burglar, flood",Released,en,tt1345836,http://www.thedarkknightrises.com/,True,
63,3 Idiots,2009.0,20453.0,3 Idiots,3 Idiots,2009-12-23,9000000.0,70000000.0,61000000.0,7.7778,171.0,8.0,2522.0,4.0012,"Drama, Comedy","suicide, suicide attempt, professor, college, middle class, slapstick comedy, coming of age, teacher, friends, engineering, university, subjective camera, smart kid, poor kid, student, pregnant, delhi",Released,hi,tt1187043,,True,
64,Taare Zameen Par,2007.0,7508.0,Like Stars on Earth,तारे ज़मीन पर,2007-12-21,2600000.0,28430000.0,25830000.0,10.9346,162.0,8.0,1231.0,3.4671,Drama,"jealousy, parent child relationship, boarding school, painter, father, dyslexia, teacher, little boy, india, childhood, teachers and students",Released,hi,tt0986264,,True,
65,WALL·E,2008.0,10681.0,WALL·E,WALL·E,2008-06-22,180000000.0,521311860.0,341311860.0,2.8962,98.0,8.102,19452.0,15.983,"Animation, Family, Science Fiction","garbage, dystopia, space travel, distant future, loneliness, robot, aftercreditsstinger, duringcreditsstinger",Released,en,tt0910970,https://www.pixar.com/feature-films/walle/,True,
66,The Lives of Others,2006.0,582.0,The Lives of Others,Das Leben der Anderen,2006-03-23,2000000.0,77672685.0,75672685.0,38.8363,137.0,8.033,3867.0,3.4997,"Drama, Thriller","berlin, germany, government, corruption, espionage, germany, berlin wall, german democratic republic, cold war, blackmail, stasi, soviet union, freedom of speech, house search, artists' life, interrogation, surveillance, heartbreak, east germany, communism, corrupt agent, political corruption, political thriller, surveillance state, persecuted writer, systemic corruption, suspenseful, noble sacrifice, corrupt government",Released,de,tt0405094,,True,
67,Oldeuboi,2003.0,670.0,Oldboy,올드보이,2003-11-21,3000000.0,17500000.0,14500000.0,5.8333,120.0,8.252,9174.0,14.1783,"Drama, Thriller, Mystery, Action","daughter, rage and hate, hostility, transformation, imprisonment, dark comedy, hypnosis, sushi restaurant, notebook, time, sin, alcoholism, flashback, revenge, loneliness, torture, based on manga, urination, rage, anger, catholic, incest, aggressive, captivity, neo-noir, brother sister sex, father daughter relationship, asian origins, remade, south korea, hammer, driven to suicide, suspenseful, tragic, brother sister incest, father daughter incest",Released,ko,tt0364569,,True,
68,Memento,2000.0,77.0,Memento,Memento,2000-10-11,9000000.0,40047236.0,31047236.0,4.4497,113.0,8.2,15489.0,9.3539,"Mystery, Thriller","drug dealer, amnesia, insulin, tattoo, waitress, motel, manipulation, flashback, confusion, revenge, murder, memory loss, memory, psychological thriller, whodunit, los angeles, california, polaroid, based on short story, nonlinear timeline, mourning, insurance agent, individuality, phone call, mysterious, disturbed, paranoid, neo-noir, somber, reverse chronology, introspective, remember, suspenseful, tense, baffled, bewildered, bold, complicated",Released,en,tt0209144,,True,
69,Mononoke-hime,1997.0,128.0,Princess Mononoke,もののけ姫,1997-07-12,23500000.0,176506186.0,153006186.0,7.5109,134.0,8.3,8490.0,12.4917,"Adventure, Fantasy, Animation","friendship, human vs nature, wolf, fight, wild boar, territory, leprosy, feral child, decapitation, rural area, historical fiction, spirit, demon, nature, environmentalism, adult animation, deforestation, anime, industrialization, fantasy, adventure",Released,ja,tt0119698,http://www.princess-mononoke.com/,True,
70,Once Upon a Time in America,1984.0,311.0,Once Upon a Time in America,Once Upon a Time in America,1984-05-23,30000000.0,5500000.0,-24500000.0,0.1833,229.0,8.409,5703.0,8.859,"Drama, Crime","epic, new york city, regret, lovesickness, rape, life and death, sexual abuse, street gang, corruption, based on novel or book, prohibition era, gangster, sadistic, money laundering, opium, mafia boss, murder, memory, jewish american, torture, brooklyn bridge, childhood friends, nostalgic, aggressive, 1920s, 1960s, 1930s",Released,en,tt0087843,,True,
71,Raiders of the Lost Ark,1981.0,85.0,Raiders of the Lost Ark,Raiders of the Lost Ark,1981-06-12,18000000.0,389925971.0,371925971.0,21.6626,115.0,7.925,13036.0,13.6978,"Adventure, Action","egypt, treasure, medallion, swastika, saving the world, nepal, himalaya mountain range, cairo, moses, hat, whip, leather jacket, mediterranean, ark of the covenant, ten commandments, nazi, excavation, riddle, treasure hunt, archaeologist, adventurer, archeology, religious history, 1930s, dramatic, excited",Released,en,tt0082971,https://www.lucasfilm.com/productions/raiders-of-the-lost-ark/,True,
72,The Shining,1980.0,694.0,The Shining,The Shining,1980-05-23,19000000.0,44781695.0,25781695.0,2.3569,144.0,8.21,18138.0,12.7439,"Horror, Thriller","hotel, new year's eve, child abuse, based on novel or book, isolation, telepathy, delusion, halloween, snowstorm, colorado, seclusion, surrealism, writer's block, alcoholism, premonition, psychic power, caretaker, loneliness, vision, domestic violence, postmodern, psychological thriller, writer, twins, labyrinth, alcoholic, blizzard, mutilation, bloody body of child, extrasensory perception, uxoricide, motherhood, filicide, snowed in, burial ground, hypothermia, haunted hotel, psychological disintegration, paranoid, afi, pediatrician, repetition, mother son relationship, malicious, supernatural power, anxious, new year, supernatural horror, ghost child, psychotronic film, dreary, cabin fever, psychological horror, deal with the devil, nuclear family, avant garde, suspenseful, new year's party, identical twins",Released,en,tt0081505,,True,
73,Apocalypse Now,1979.0,28.0,Apocalypse Now,Apocalypse Now,1979-05-19,31500000.0,150000000.0,118500000.0,4.7619,147.0,8.272,8613.0,11.2826,"Drama, War","guerrilla warfare, epic, vietnam war, journalist, mission, vietnam, vietcong, central intelligence agency (cia), cambodia, army, drug abuse, based on novel or book, secret mission, insanity, surrealism, tribe, green beret, jungle, descent into madness, brutality, riverboat, military, macabre, anti war, absurd, awestruck, commanding, distressing",Released,en,tt0078788,http://www.apocalypsenow.com,True,
74,Alien,1979.0,348.0,Alien,Alien,1979-05-25,11000000.0,104931801.0,93931801.0,9.5393,117.0,8.165,15542.0,21.7196,"Horror, Science Fiction","android, spacecraft, space marine, biology, dystopia, countdown, space suit, beheading, space travel, cowardice, alien, space, female protagonist, parasite, space opera, cosmos",Released,en,tt0078748,https://www.20thcenturystudios.com/movies/alien,True,
75,Anand,1971.0,26237.0,Anand,आनन्द,1971-03-12,0.0,0.0,,,122.0,6.978,138.0,2.5833,Drama,"beach, nurse, terminal illness, cancer, joy of life, tape recorder, hospital, doctor, rajesh khanna, amitabh bachchan",Released,hi,tt0066763,,True,
76,Tengoku to jigoku,1963.0,12493.0,High and Low,天国と地獄,1963-03-01,250000.0,0.0,,,142.0,8.341,1017.0,5.1691,"Drama, Crime, Thriller","chauffeur, police, ransom, manager, kidnapping, blackmail, baby-snatching, film noir, black and white, shoe, japanese noir, emaciation, yokohama, shōwa era (1926-89)",Released,ja,tt0057565,,True,
77,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0,935.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1800000.0,9500000.0,7700000.0,5.2778,95.0,8.124,5867.0,4.959,"Comedy, War","usa president, general, cold war, strategic air command, dark comedy, nuclear missile, satire, black and white, cynical, war room, bomber pilot, nuclear weapons, ex-nazi, anti war, doomsday device, absurdism, satirical, playful, absurd, critical, hilarious, audacious, farcical, sardonic",Released,en,tt0057012,,True,
78,Witness for the Prosecution,1957.0,37257.0,Witness for the Prosecution,Witness for the Prosecution,1957-12-17,3000000.0,9000000.0,6000000.0,3.0,116.0,8.2,1528.0,4.2745,"Drama, Mystery, Crime","based on novel or book, nurse, widow, cigarette, alibi, letter, trial, murder, lawyer, courtroom, murder mystery, tiki culture",Released,en,tt0051201,,True,
79,Paths of Glory,1957.0,975.0,Paths of Glory,Paths of Glory,1957-10-25,935000.0,1200000.0,265000.0,1.2834,88.0,8.261,3080.0,3.4828,"War, Drama","army, france, based on novel or book, general, germany, world war i, patriotism, cowardice, idealism, idealist, black and white, soldier, anti war, 1910s, war, fighting the system",Released,en,tt0050825,,True,
80,Rear Window,1954.0,567.0,Rear Window,Rear Window,1954-08-01,1000000.0,37042336.0,36042336.0,37.0423,112.0,8.3,6806.0,6.5408,"Thriller, Mystery","nurse, isolation, photographer, suspicion of murder, wheelchair, girlfriend, salesman, neighbor, whodunit, convalescence, voyeurism, voyeur, missing wife, homebound, psychotic obsessions, suspicious behavior, flower bed, visiting nurse, suspenseful, the boy who cried wolf, admiring",Released,en,tt0047396,,True,
81,Sunset Blvd.,1950.0,599.0,Sunset Boulevard,Sunset Boulevard,1950-08-10,1752000.0,5000000.0,3248000.0,2.8539,110.0,8.293,2734.0,4.3287,Drama,"new year's eve, jealousy, loss of sense of reality, screenwriter, butler, delusion, diva, film noir, hollywood, los angeles, california, black and white, madness, aging actor, has been, silent film star, ironic, grandiose  behavior, kept man, movie studio, bitter",Released,en,tt0043014,,True,
82,The Great Dictator,1940.0,914.0,The Great Dictator,The Great Dictator,1940-10-15,2000000.0,11000000.0,9000000.0,5.5,125.0,8.291,3510.0,3.9197,"Comedy, War","amnesia, nazi, hairdresser, propaganda, world war i, dictator, jewish ghetto, fascism, world war ii, national socialism, national socialist party, satire, speech, black and white, barbershop, anti war, fictitious country",Released,en,tt0032553,,True,
83,1917,2019.0,530915.0,1917,1917,2019-12-25,100000000.0,394638258.0,294638258.0,3.9464,119.0,7.988,12945.0,10.265,"War, History, Thriller, Drama","race against time, world war i, british army, soldier, real time, trenches, 1910s, trench warfare, no man's land",Released,en,tt8579674,https://www.1917.movie/,True,
84,Tumbbad,2018.0,538858.0,Tumbbad,तुम्बाड,2018-10-12,0.0,0.0,,,113.0,7.544,282.0,4.6279,"Fantasy, Horror","husband wife relationship, independence, village, greed, india, evil, wheat, hindu mythology, cursed, father son relationship",Released,hi,tt8239946,,True,
85,Andhadhun,2018.0,534780.0,Andhadhun,अंधाधुन,2018-10-05,4500000.0,40000000.0,35500000.0,8.8889,139.0,7.621,556.0,2.0175,"Crime, Mystery, Thriller, Comedy","pianist, witness to a crime, blind man, piano",Released,hi,tt8108198,,True,
86,Drishyam,2013.0,244049.0,Drishyam,ദൃശ്യം,2013-12-19,750000.0,12000000.0,11250000.0,16.0,164.0,7.6,205.0,2.8484,"Thriller, Crime, Drama, Family","police, twist, hidden camera, murder, family, death, quarry, cable tv, false evidence",Released,ml,tt3417422,http://aashirvadcinemas.com/view_details.php?movie=1240,True,
87,Jagten,2012.0,103663.0,The Hunt,Jagten,2012-06-13,3800000.0,18300000.0,14500000.0,4.8158,116.0,8.097,4446.0,4.4522,Drama,"pedophilia, denmark, parent child relationship, lie, father, kindergarten, teacher, tragedy, school, pedophile, bloody fight, divorce, hunting, pond, dead dog, grocery store, christmas, nude swimming, psychological drama, drama",Released,da,tt2106476,,True,
88,Jodaeiye Nader az Simin,2011.0,307381.0,"From Iran, a Separation","Az Iran, yek jodaee",2011-03-16,0.0,0.0,,,52.0,8.6,10.0,0.6327,Documentary,,Released,fa,tt3522566,,True,
89,Incendies,2010.0,46738.0,Incendies,Incendies,2010-09-17,6800000.0,6788659.0,-11341.0,0.9983,131.0,8.095,2994.0,8.4935,"Drama, War, Mystery","prison, rape, middle east, muslim, militia, orphanage, son, interpreter, swimming pool, massacre, checkpoint, political assassination, twins, incest, will, shocking, domineering, mother son incest, incest rape",Released,fr,tt1255953,http://www.sonyclassics.com/incendies/,True,
90,Miracle in cell NO.7,2019.0,637920.0,Miracle in Cell No. 7,7. Koğuştaki Mucize,2019-10-10,0.0,28000000.0,,,132.0,8.255,4484.0,4.4924,Drama,"parent child relationship, prison cell, remake, wrongful imprisonment, based on movie, mentally challenged",Released,tr,tt10431500,,True,
91,Babam ve Oglum,2005.0,13393.0,My Father and My Son,Babam ve Oğlum,2005-11-18,0.0,4187299.0,,,112.0,7.438,355.0,0.943,Drama,"son, father, family drama, fiul, tatăl, meu",Released,tr,tt0476735,,True,
92,Inglourious Basterds,2009.0,16869.0,Inglourious Basterds,Inglourious Basterds,2009-08-02,70000000.0,321457747.0,251457747.0,4.5923,153.0,8.215,23141.0,22.0905,"Drama, Thriller, War","guerrilla warfare, swastika, paris, france, nazi, self sacrifice, sadism, dynamite, mexican standoff, world war ii, jew persecution, masochism, antisemitism, german occupation of france, british politics, revisionist history, candid, adolf hitler, dubious",Released,en,tt0361748,,True,
93,Eternal Sunshine of the Spotless Mind,2004.0,38.0,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,2004-03-19,20000000.0,72258126.0,52258126.0,3.6129,108.0,8.093,15647.0,14.0795,"Science Fiction, Drama, Romance","new york city, regret, jealousy, deja vu, amnesia, dreams, operation, relationship problems, love, memory, brainwashing, relationship, heartbreak, nonlinear timeline, 2000s, memory manipulation",Released,en,tt0338013,https://www.focusfeatures.com/eternal_sunshine_of_the_spotless_mind,True,
94,Amélie,2001.0,194.0,Amélie,Le Fabuleux Destin d'Amélie Poulain,2001-04-25,10000000.0,173921954.0,163921954.0,17.3922,122.0,7.914,11910.0,9.0493,"Comedy, Romance","daughter, paris, france, love triangle, photography, ghost train, sex shop, shyness, journey around the world, postcard, romcom, hypochondriac, romance, cafe, kindness, magic realism, child's point of view, montmartre, paris, neighbor neighbor relationship, father daughter relationship, happy ending, childhood memory",Released,fr,tt0211915,https://www.miramax.com/movie/amelie/,True,
95,Snatch,2000.0,107.0,Snatch,Snatch,2000-09-01,10000000.0,83557872.0,73557872.0,8.3558,103.0,7.816,9440.0,8.7918,"Crime, Comedy","robbery, trailer park, england, gypsy, gambling, bare knuckle boxing, slang, antwerp, pig, gangster, boxer, underground fighting, blunt, diamond heist, candid, pikey, mischievous, absurd, hilarious, antagonistic, exuberant",Released,en,tt0208092,,True,
